,pais_origem,pais_visitado,dist_origem,dist_paisvist,k6_returner,k6_explorer,k6_root_cat,k6_sub_cat,k10_returner,k10_explorer,k10_root_cat,k10_sub_cat,all_sub_cat,all_root_cat
12411520_FROM_US_IN_TR,US,TR,1.8517987042,1.7207861943,1,0,"Food,Food,Residence,Residence,Food,Food","Mediterranean Restaurant,Mediterranean Restaurant,Home (private),Residential Building (Apartment / Condo),Turkish Restaurant,Pizza Place",1,0,"Food,Food,Residence,Residence,Food,Food,Arts & Entertainment,Professional & Other Places,Professional & Other Places,Food","Mediterranean Restaurant,Mediterranean Restaurant,Home (private),Residential Building (Apartment / Condo),Turkish Restaurant,Pizza Place,Aquarium,Post Office,Post Office,Coffee Shop","Mediterranean Restaurant,Home (private),Residential Building (Apartment / Condo),Turkish Restaurant,Pizza Place,Aquarium,Post Office,Coffee Shop,School","Food,Residence,Arts & Entertainment,Professional & Other Places"
5854216_FROM_MY_IN_TR,MY,TR,1.9289427298,1.994315818,1,0,"Outdoors & Recreation,Event,Residence,Travel & Transport,Travel & Transport,Travel & Transport","Gym,Other Event,Housing Development,Train,Light Rail,Train Station",1,0,"Outdoors & Recreation,Event,Residence,Travel & Transport,Travel & Transport,Travel & Transport,Food,Travel & Transport,Outdoors & Recreation,Food","Gym,Other Event,Housing Development,Train,Light Rail,Train Station,Chinese Restaurant,Airport Gate,Lake,Snack Place","Gym,Other Event,Housing Development,Train,Light Rail,Train Station,Chinese Restaurant,Airport Gate,Lake,Snack Place,Airport Terminal,Indian Restaurant,Building,Office,Asian Restaurant,Airport,Lounge","Outdoors & Recreation,Event,Residence,Travel & Transport,Food,Professional & Other Places,Nightlife Spot"
27814149_FROM_TR_IN_US,TR,US,2.3774330789,2.2560470567,1,0,"Outdoors & Recreation,Outdoors & Recreation,Residence,Food,Food,Travel & Transport","Other Great Outdoors,Gym / Fitness Center,Residential Building (Apartment / Condo),Coffee Shop,Kebab Restaurant,Boat or Ferry",1,0,"Outdoors & Recreation,Outdoors & Recreation,Residence,Food,Food,Travel & Transport,Travel & Transport,Shop & Service,Arts & Entertainment,Travel & Transport","Other Great Outdoors,Gym / Fitness Center,Residential Building (Apartment / Condo),Coffee Shop,Kebab Restaurant,Boat or Ferry,Rest Area,Mall,Multiplex,Pier","Other Great Outdoors,Gym / Fitness Center,Residential Building (Apartment / Condo),Coffee Shop,Kebab Restaurant,Boat or Ferry,Rest Area,Mall,Multiplex,Pier,College Cafeteria,Italian Restaurant,Fried Chicken Joint,Grocery Store","Outdoors & Recreation,Residence,Food,Travel & Transport,Shop & Service,Arts & Entertainment,College & University"
60619508_FROM_MX_IN_US,MX,US,1.8943810052,2.5485081481,1,0,"Professional & Other Places,Travel & Transport,Food,Travel & Transport,Food,Travel & Transport","Event Space,Airport,Seafood Restaurant,Airport,Breakfast Spot,Airport Gate",1,0,"Professional & Other Places,Travel & Transport,Food,Travel & Transport,Food,Travel & Transport,Food,Food,Shop & Service,Outdoors & Recreation","Event Space,Airport,Seafood Restaurant,Airport,Breakfast Spot,Airport Gate,Sandwich Place,Mexican Restaurant,Miscellaneous Shop,Surf Spot","Event Space,Airport,Seafood Restaurant,Breakfast Spot,Airport Gate,Sandwich Place,Mexican Restaurant,Miscellaneous Shop,Surf Spot,Asian Restaurant,BBQ Joint","Professional & Other Places,Travel & Transport,Food,Shop & Service,Outdoors & Recreation"
13437339_FROM_MX_IN_US,MX,US,2.0626124599,2.7879334679,1,0,"Travel & Transport,Shop & Service,Arts & Entertainment,Shop & Service,Professional & Other Places,Professional & Other Places","Airport,Salon / Barbershop,Concert Hall,Mall,Government Building,Government Building",1,0,"Travel & Transport,Shop & Service,Arts & Entertainment,Shop & Service,Professional & Other Places,Professional & Other Places,Outdoors & Recreation,Shop & Service,Professional & Other Places,Professional & Other Places","Airport,Salon / Barbershop,Concert Hall,Mall,Government Building,Government Building,Park,Mall,Church,Church","Airport,Salon / Barbershop,Concert Hall,Mall,Government Building,Park,Church,Farmers Market,Event Space,Nursery School,Burger Joint","Travel & Transport,Shop & Service,Arts & Entertainment,Professional & Other Places,Outdoors & Recreation,Food"
44193590_FROM_MX_IN_US,MX,US,2.077125809,2.9396374004,1,0,"Outdoors & Recreation,Shop & Service,Professional & Other Places,Professional & Other Places,Shop & Service,Travel & Transport","Basketball Court,Mall,Building,Building,Mall,Airport",1,0,"Outdoors & Recreation,Shop & Service,Professional & Other Places,Professional & Other Places,Shop & Service,Travel & Transport,Nightlife Spot,Shop & Service,Outdoors & Recreation,Shop & Service","Basketball Court,Mall,Building,Building,Mall,Airport,Bar,Department Store,Playground,Mall","Basketball Court,Mall,Building,Airport,Bar,Department Store,Playground,Student Center,Residential Building (Apartment / Condo)","Outdoors & Recreation,Shop & Service,Professional & Other Places,Travel & Transport,Nightlife Spot,College & University,Residence"
17737706_FROM_MX_IN_US,MX,US,2.1142026908,1.6528190194,0,1,"Residence,Professional & Other Places,Food,Residence,Shop & Service,Food","Residential Building (Apartment / Condo),Office,Coffee Shop,Residential Building (Apartment / Condo),Convenience Store,Seafood Restaurant",1,0,"Residence,Professional & Other Places,Food,Residence,Shop & Service,Food,Shop & Service,Arts & Entertainment,Food,Nightlife Spot","Residential Building (Apartment / Condo),Office,Coffee Shop,Residential Building (Apartment / Condo),Convenience Store,Seafood Restaurant,Flea Market,Multiplex,Bakery,Bar","Residential Building (Apartment / Condo),Office,Coffee Shop,Convenience Store,Seafood Restaurant,Flea Market,Multiplex,Bakery,Bar,Restaurant,Salon / Barbershop,Breakfast Spot,Mexican Restaurant,Bus Station,Sushi Restaurant,Taco Place,Hotel,Beer Garden,Department Store,Airport","Residence,Professional & Other Places,Food,Shop & Service,Arts & Entertainment,Nightlife Spot,Travel & Transport"
2777159_FROM_MX_IN_BR,MX,BR,1.7422945958,2.9423917639,1,0,"Food,Food,Event,Food,Food,Food","Restaurant,Italian Restaurant,Festival,Mexican Restaurant,Mexican Restaurant,BBQ Joint",1,0,"Food,Food,Event,Food,Food,Food,Arts & Entertainment,Food,Event,Food","Restaurant,Italian Restaurant,Festival,Mexican Restaurant,Mexican Restaurant,BBQ Joint,Street Art,Mexican Restaurant,Other Event,Bistro","Restaurant,Italian Restaurant,Festival,Mexican Restaurant,BBQ Joint,Street Art,Other Event,Bistro,Bar,Movie Theater,Airport,French Restaurant,Burger Joint,Hotel,Farmers Market","Food,Event,Arts & Entertainment,Nightlife Spot,Travel & Transport,Shop & Service"
2470843_FROM_JP_IN_US,JP,US,0.9136164228,2.311455128,1,0,"Travel & Transport,Professional & Other Places,Outdoors & Recreation,Professional & Other Places,Food,Shop & Service","Airport,Government Building,Park,Building,Japanese Restaurant,Convenience Store",1,0,"Travel & Transport,Professional & Other Places,Outdoors & Recreation,Professional & Other Places,Food,Shop & Service,Shop & Service,Professional & Other Places,Travel & Transport,Food","Airport,Government Building,Park,Building,Japanese Restaurant,Convenience Store,Mall,Government Building,Toll Booth,Coffee Shop","Airport,Government Building,Park,Building,Japanese Restaurant,Convenience Store,Mall,Toll Booth,Coffee Shop,Train Station,Supermarket,Photography Lab,Subway,Pier,Asian Restaurant","Travel & Transport,Professional & Other Places,Outdoors & Recreation,Food,Shop & Service"
4998907_FROM_MY_IN_ID,MY,ID,1.8478605536,1.381963,1,0,"College & University,Travel & Transport,Shop & Service,Residence,Shop & Service,Professional & Other Places","University,Hotel Pool,Bank,Home (private),Mall,Building",1,0,"College & University,Travel & Transport,Shop & Service,Residence,Shop & Service,Professional & Other Places,Residence,Shop & Service,Travel & Transport,Residence","University,Hotel Pool,Bank,Home (private),Mall,Building,Home (private),Bank,Hotel,Residential Building (Apartment / Condo)","University,Hotel Pool,Bank,Home (private),Mall,Building,Hotel,Residential Building (Apartment / Condo),Airport,Chinese Restaurant,City,Road,Seafood Restaurant,Bookstore,Plaza,Town,Convenience Store,Convention Center,Karaoke Bar,Airport Gate,Thai Restaurant,General College & University,Airport Terminal,Gym / Fitness Center,Malaysian Restaurant,Village,Food Court,Tech Startup,Government Building,Monument / Landmark,Sandwich Place,Medical Center,Gas Station / Garage,Other Great Outdoors,Drugstore / Pharmacy,Train Station,Coffee Shop,Housing Development,Trade School,Park,Office,Outdoors & Recreation,Indian Restaurant,Automotive Shop,Event Space,Asian Restaurant,Grocery Store,Farm,Scenic Lookout,Halal Restaurant,Sculpture Garden,Shop & Service,Dentist's Office,Café,Supermarket,Restaurant,College Academic Building,Parking,Post Office,Rental Car Location,Conference Room,Assisted Living,Capitol Building,Record Shop,Field,Stadium,Athletics & Sports,Indonesian Restaurant,Neighborhood,Fast Food Restaurant,Harbor / Marina,School,Mosque,Nightclub,Dessert Shop,Lounge,Multiplex,Light Rail,Pizza Place,Beach,General Travel,Flea Market,Bridge,Resort,Professional & Other Places,Water Park,Car Dealership,Police Station,Stables,Elementary School,Golf Course","College & University,Travel & Transport,Shop & Service,Residence,Professional & Other Places,Food,Outdoors & Recreation,Nightlife Spot,Arts & Entertainment"
12220541_FROM_US_IN_TR,US,TR,1.9121787003,2.2064352191,1,0,"Outdoors & Recreation,Nightlife Spot,Residence,College & University,Food,Food","Gym,Wine Bar,Residential Building (Apartment / Condo),University,Breakfast Spot,Coffee Shop",1,0,"Outdoors & Recreation,Nightlife Spot,Residence,College & University,Food,Food,Food,Shop & Service,Travel & Transport,Travel & Transport","Gym,Wine Bar,Residential Building (Apartment / Condo),University,Breakfast Spot,Coffee Shop,Pizza Place,Sporting Goods Shop,Bus Line,Street","Gym,Wine Bar,Residential Building (Apartment / Condo),University,Breakfast Spot,Coffee Shop,Pizza Place,Sporting Goods Shop,Bus Line,Street,Monument / Landmark,Grocery Store,Jewelry Store,American Restaurant,Government Building,Cemetery,Supermarket,Church,Mall,Neighborhood,Plaza,Airport,Building,Train Station,Hotel","Outdoors & Recreation,Nightlife Spot,Residence,College & University,Food,Shop & Service,Travel & Transport,Professional & Other Places"
13521877_FROM_JP_IN_US,JP,US,0.7979410971,2.4169288041,1,0,"Travel & Transport,Travel & Transport,Arts & Entertainment,Travel & Transport,Travel & Transport,Arts & Entertainment","Airport,Platform,Track Stadium,Platform,Train Station,General Entertainment",1,0,"Travel & Transport,Travel & Transport,Arts & Entertainment,Travel & Transport,Travel & Transport,Arts & Entertainment,Shop & Service,Shop & Service,Travel & Transport,Travel & Transport","Airport,Platform,Track Stadium,Platform,Train Station,General Entertainment,Convenience Store,Mall,Train Station,Light Rail","Airport,Platform,Track Stadium,Train Station,General Entertainment,Convenience Store,Mall,Light Rail,Theater,Subway,Convention Center,Bank,Arts & Crafts Store,Chinese Restaurant","Travel & Transport,Arts & Entertainment,Shop & Service,Professional & Other Places,Food"
50231731_FROM_TR_IN_GB,TR,GB,1.6330984528,1.9484877792,1,0,"Outdoors & Recreation,Food,Shop & Service,Travel & Transport,Shop & Service,Food","Gym,Burger Joint,Miscellaneous Shop,Airport,Salon / Barbershop,Restaurant",1,0,"Outdoors & Recreation,Food,Shop & Service,Travel & Transport,Shop & Service,Food,Outdoors & Recreation,Food,Outdoors & Recreation,Outdoors & Recreation","Gym,Burger Joint,Miscellaneous Shop,Airport,Salon / Barbershop,Restaurant,Beach,Home Cooking Restaurant,Other Great Outdoors,Beach","Gym,Burger Joint,Miscellaneous Shop,Airport,Salon / Barbershop,Restaurant,Beach,Home Cooking Restaurant,Other Great Outdoors,Building,American Restaurant,Bus Station,Hotel Bar,Salad Place,University,Mall,Breakfast Spot,Café,Tanning Salon,Other Nightlife,Steakhouse,Neighborhood,Sandwich Place,Ice Cream Shop,Nightclub,Lake,County,Coffee Shop,Road,Rest Area,Town,Italian Restaurant,Turkish Restaurant,Harbor / Marina,Dessert Shop,Gym / Fitness Center,Multiplex,Mac & Cheese Joint","Outdoors & Recreation,Food,Shop & Service,Travel & Transport,Professional & Other Places,Nightlife Spot,College & University,Arts & Entertainment"
5904659_FROM_MY_IN_JP,MY,JP,1.0653579873,1.3621596477,1,0,"Food,Food,Food,Outdoors & Recreation,Shop & Service,Shop & Service","Middle Eastern Restaurant,Malaysian Restaurant,Indian Restaurant,Soccer Field,Laundry Service,Mall",1,0,"Food,Food,Food,Outdoors & Recreation,Shop & Service,Shop & Service,Shop & Service,Food,Food,Nightlife Spot","Middle Eastern Restaurant,Malaysian Restaurant,Indian Restaurant,Soccer Field,Laundry Service,Mall,Mall,Café,Malaysian Restaurant,Pub","Middle Eastern Restaurant,Malaysian Restaurant,Indian Restaurant,Soccer Field,Laundry Service,Mall,Café,Pub,Diner,Arts & Crafts Store,Restaurant,Residential Building (Apartment / Condo),Airport Terminal,Cosmetics Shop,African Restaurant,Office,Bank,Seafood Restaurant,Light Rail,Thai Restaurant,Food Truck,Sushi Restaurant,Chinese Restaurant,Bowling Alley","Food,Outdoors & Recreation,Shop & Service,Nightlife Spot,Residence,Travel & Transport,Professional & Other Places,Arts & Entertainment"
2088051_FROM_US_IN_JP,US,JP,1.9924625561,0.7840426144,1,0,"Travel & Transport,Travel & Transport,Travel & Transport,Travel & Transport,Travel & Transport,Travel & Transport","Airport,Airport,Airport,Airport,Airport,Airport",0,0,"Food,Travel & Transport,Shop & Service,Food,Food,Food,Food,Food,Food,Shop & Service","Fast Food Restaurant,Airport Terminal,Music Store,Restaurant,Vietnamese Restaurant,Chinese Restaurant,Coffee Shop,Soup Place,Dim Sum Restaurant,Supermarket",Airport,Travel & Transport
10487133_FROM_BR_IN_US,BR,US,2.1910982858,1.7225810272,1,0,"Professional & Other Places,Outdoors & Recreation,Travel & Transport,Outdoors & Recreation,Outdoors & Recreation,Outdoors & Recreation","Spiritual Center,Farm,Airport,Other Great Outdoors,Farm,Farm",1,0,"Professional & Other Places,Outdoors & Recreation,Travel & Transport,Outdoors & Recreation,Outdoors & Recreation,Outdoors & Recreation,Shop & Service,Travel & Transport,Shop & Service,Professional & Other Places","Spiritual Center,Farm,Airport,Other Great Outdoors,Farm,Farm,Financial or Legal Service,Hotel,Bank,Courthouse","Spiritual Center,Farm,Airport,Other Great Outdoors,Financial or Legal Service,Hotel,Bank,Courthouse,Buffet,Café,City,Gymnastics Gym,Ice Cream Shop,Supermarket,Salon / Barbershop","Professional & Other Places,Outdoors & Recreation,Travel & Transport,Shop & Service,Food"
83332694_FROM_MY_IN_ID,MY,ID,2.8305342246,1.8961440548,1,0,"Residence,Food,Professional & Other Places,Travel & Transport,College & University,Professional & Other Places","Home (private),Food Court,Government Building,Airport,College Library,Government Building",1,0,"Residence,Food,Professional & Other Places,Travel & Transport,College & University,Professional & Other Places,Shop & Service,Food,Outdoors & Recreation,Shop & Service","Home (private),Food Court,Government Building,Airport,College Library,Government Building,Clothing Store,Asian Restaurant,Scenic Lookout,Mall","Home (private),Food Court,Government Building,Airport,College Library,Clothing Store,Asian Restaurant,Scenic Lookout,Mall,University,Neighborhood","Residence,Food,Professional & Other Places,Travel & Transport,College & University,Shop & Service,Outdoors & Recreation"
57199990_FROM_BR_IN_US,BR,US,2.0864327873,1.5411324425,0,1,"Food,Food,Outdoors & Recreation,Food,Outdoors & Recreation,Shop & Service","Churrascaria,Burger Joint,Neighborhood,Café,Pool,Drugstore / Pharmacy",0,1,"Food,Food,Outdoors & Recreation,Food,Outdoors & Recreation,Shop & Service,Outdoors & Recreation,Nightlife Spot,Food,Outdoors & Recreation","Churrascaria,Burger Joint,Neighborhood,Café,Pool,Drugstore / Pharmacy,City,Bar,Tapas Restaurant,Neighborhood","Churrascaria,Burger Joint,Neighborhood,Café,Pool,Drugstore / Pharmacy,City,Bar,Tapas Restaurant,Market,Clothing Store,Ice Cream Shop,Beer Garden,Park,Pizza Place,Lake,Gaming Cafe,Supermarket,Funeral Home,Athletics & Sports,Mall,General Entertainment,Shoe Store,Water Park,General Travel,Cosmetics Shop,Boutique,Tech Startup,Snack Place,Diner,Grocery Store,Sushi Restaurant,Brazilian Restaurant,Gym,Nightclub,Brewery,Housing Development,Road,Government Building,Office,Home (private),Liquor Store,Gym / Fitness Center,Sandwich Place,Other Great Outdoors,Church,Financial or Legal Service,Campground,Department Store,Furniture / Home Store,Farmers Market,Deli / Bodega,Bakery,BBQ Joint,Design Studio,Subway,Street,Building,Hot Dog Joint,Coworking Space,Speakeasy,Residential Building (Apartment / Condo),Pet Service,Fair,Tailor Shop,Gift Shop","Food,Outdoors & Recreation,Shop & Service,Nightlife Spot,Professional & Other Places,Arts & Entertainment,Travel & Transport,Residence"
