,pais+AF8-origem,pais+AF8-visitado,dist+AF8-origem,dist+AF8-paisvist,k6+AF8-returner,k6+AF8-explorer,k6+AF8-root+AF8-cat,k6+AF8-sub+AF8-cat,k10+AF8-returner,k10+AF8-explorer,k10+AF8-root+AF8-cat,k10+AF8-sub+AF8-cat,all+AF8-sub+AF8-cat,all+AF8-root+AF8-cat,,
request: helen+AEA-uel.br,BR,US,+ACI-3,1832560006+ACI-,+ACI-2,3803490621+ACI-,1,0,+ACI-Outdoors +ACY- Recreation,Travel +ACY- Transport,Travel +ACY- Transport,Travel +ACY- Transport,Food,Shop +ACY- Service+ACI-,+ACI-City,Road,Airport,Airport,Fast Food Restaurant,Mall+ACI-,1,0,+ACI-Outdoors +ACY- Recreation,Travel +ACY- Transport,Travel +ACY- Transport,Travel +ACY- Transport,Food,Shop +ACY- Service,Food,Nightlife Spot,Food,Outdoors +ACY- Recreation+ACI-,+ACI-City,Road,Airport,Airport,Fast Food Restaurant,Mall,Pizza Place,Bar,BBQ Joint,City+ACI-,+ACI-City,Road,Airport,Fast Food Restaurant,Mall,Pizza Place,Bar,BBQ Joint,Restaurant,Movie Theater,General Entertainment+ACI-,+ACI-Outdoors +ACY- Recreation,Travel +ACY- Transport,Food,Shop +ACY- Service,Nightlife Spot,Arts +ACY- Entertainment+ACI-,,
request: helen+AEA-uel.br,MY,ID,+ACI-2,777005688+ACI-,+ACI-1,9567415314+ACI-,1,0,+ACI-Outdoors +ACY- Recreation,Travel +ACY- Transport,Outdoors +ACY- Recreation,Arts +ACY- Entertainment,Professional +ACY- Other Places,Travel +ACY- Transport+ACI-,+ACI-Neighborhood,Airport,Park,Theme Park,Hospital,Boat or Ferry+ACI-,1,0,+ACI-Outdoors +ACY- Recreation,Travel +ACY- Transport,Outdoors +ACY- Recreation,Arts +ACY- Entertainment,Professional +ACY- Other Places,Travel +ACY- Transport,Shop +ACY- Service,Outdoors +ACY- Recreation,Outdoors +ACY- Recreation,Residence+ACI-,+ACI-Neighborhood,Airport,Park,Theme Park,Hospital,Boat or Ferry,Mall,City,City,Home (private)+ACI-,+ACI-Neighborhood,Airport,Park,Theme Park,Hospital,Boat or Ferry,Mall,City,Home (private),Ramen / Noodle House,Resort,Middle Eastern Restaurant,Malaysian Restaurant+ACI-,+ACI-Outdoors +ACY- Recreation,Travel +ACY- Transport,Arts +ACY- Entertainment,Professional +ACY- Other Places,Shop +ACY- Service,Residence,Food+ACI-,,
request: helen+AEA-uel.br,US,TR,+ACI-2,1969338776+ACI-,+ACI-1,8061046554+ACI-,1,0,+ACI-Residence,Residence,Outdoors +ACY- Recreation,Food,Travel +ACY- Transport,Professional +ACY- Other Places+ACI-,+ACI-Home (private),Home (private),Gym,Caf+//3//Q-,Airport,Office+ACI-,1,0,+ACI-Residence,Residence,Outdoors +ACY- Recreation,Food,Travel +ACY- Transport,Professional +ACY- Other Places,Arts +ACY- Entertainment,Outdoors +ACY- Recreation,Shop +ACY- Service,Travel +ACY- Transport+ACI-,+ACI-Home (private),Home (private),Gym,Caf+//3//Q-,Airport,Office,Art Gallery,Gym,Salon / Barbershop,Airport+ACI-,+ACI-Home (private),Gym,Caf+//3//Q-,Airport,Office,Art Gallery,Salon / Barbershop,Coffee Shop,Gay Bar,Coworking Space,American Restaurant,Surf Spot,Cocktail Bar,Cafeteria,Tattoo Parlor,New American Restaurant,Music Venue,Asian Restaurant,Beach,Building,Japanese Restaurant,Dessert Shop,Latin American Restaurant,Frozen Yogurt,Antique Shop,Pool,Pub,Restaurant,Market,Falafel Restaurant,Wine Bar,Breakfast Spot,Plaza,Nightclub,Vegetarian / Vegan Restaurant,Bar,Diner,Park,Taco Place,Supermarket,Ramen / Noodle House,Light Rail,Ice Cream Shop,Bakery,Italian Restaurant,Comfort Food Restaurant,Sushi Restaurant+ACI-,+ACI-Residence,Outdoors +ACY- Recreation,Food,Travel +ACY- Transport,Professional +ACY- Other Places,Arts +ACY- Entertainment,Shop +ACY- Service,Nightlife Spot+ACI-,,
request: helen+AEA-uel.br,ID,MY,+ACI-2,0485314261+ACI-,+ACI-1,952008741+ACI-,1,0,+ACI-Shop +ACY- Service,Professional +ACY- Other Places,Travel +ACY- Transport,Outdoors +ACY- Recreation,Professional +ACY- Other Places,Outdoors +ACY- Recreation+ACI-,+ACI-Gas Station / Garage,Mosque,Bus Station,Other Great Outdoors,Mosque,Soccer Field+ACI-,1,0,+ACI-Shop +ACY- Service,Professional +ACY- Other Places,Travel +ACY- Transport,Outdoors +ACY- Recreation,Professional +ACY- Other Places,Outdoors +ACY- Recreation,Food,Food,Outdoors +ACY- Recreation,Shop +ACY- Service+ACI-,+ACI-Gas Station / Garage,Mosque,Bus Station,Other Great Outdoors,Mosque,Soccer Field,Steakhouse,Coffee Shop,Mountain,Mall+ACI-,+ACI-Gas Station / Garage,Mosque,Bus Station,Other Great Outdoors,Soccer Field,Steakhouse,Coffee Shop,Mountain,Mall+ACI-,+ACI-Shop +ACY- Service,Professional +ACY- Other Places,Travel +ACY- Transport,Outdoors +ACY- Recreation,Food+ACI-,,
request: helen+AEA-uel.br,MX,US,+ACI-1,6489134665+ACI-,+ACI-1,9404529042+ACI-,1,0,+ACI-Professional +ACY- Other Places,Professional +ACY- Other Places,Food,Professional +ACY- Other Places,Travel +ACY- Transport,Professional +ACY- Other Places+ACI-,+ACI-Government Building,Parking,Coffee Shop,Office,Airport,Government Building+ACI-,1,0,+ACI-Professional +ACY- Other Places,Professional +ACY- Other Places,Food,Professional +ACY- Other Places,Travel +ACY- Transport,Professional +ACY- Other Places,Professional +ACY- Other Places,Professional +ACY- Other Places,Food,Outdoors +ACY- Recreation+ACI-,+ACI-Government Building,Parking,Coffee Shop,Office,Airport,Government Building,Medical Center,Medical Center,Wings Joint,Park+ACI-,+ACI-Government Building,Parking,Coffee Shop,Office,Airport,Medical Center,Wings Joint,Park,Mexican Restaurant,Diner,Cupcake Shop,Playground,Ice Cream Shop,Comfort Food Restaurant,Hardware Store,Paella Restaurant,Buffet,Salon / Barbershop,Restaurant,Bank,Mall,Breakfast Spot,Hotel,Multiplex,Supermarket,Theater,Museum,American Restaurant,Hospital+ACI-,+ACI-Professional +ACY- Other Places,Food,Travel +ACY- Transport,Outdoors +ACY- Recreation,Shop +ACY- Service,Arts +ACY- Entertainment+ACI-,,
request: helen+AEA-uel.br,TR,GB,+ACI-1,9278075893+ACI-,+ACI-2,2846564821+ACI-,0,1,+ACI-Professional +ACY- Other Places,Outdoors +ACY- Recreation,Outdoors +ACY- Recreation,Shop +ACY- Service,Professional +ACY- Other Places,Professional +ACY- Other Places+ACI-,+ACI-Coworking Space,Bridge,Bridge,Mall,Courthouse,Tech Startup+ACI-,0,1,+ACI-Professional +ACY- Other Places,Outdoors +ACY- Recreation,Outdoors +ACY- Recreation,Shop +ACY- Service,Professional +ACY- Other Places,Professional +ACY- Other Places,Travel +ACY- Transport,Professional +ACY- Other Places,Residence,Professional +ACY- Other Places+ACI-,+ACI-Coworking Space,Bridge,Bridge,Mall,Courthouse,Tech Startup,General Travel,Building,Housing Development,Building+ACI-,+ACI-Coworking Space,Bridge,Mall,Courthouse,Tech Startup,General Travel,Building,Housing Development,Winery,General Entertainment,Other Great Outdoors,Park,Gym,Factory,Office,Beach,Garden,Automotive Shop,Restaurant,Airport Gate,Caf+//3//Q-,Dessert Shop,Government Building,Campground,Airport Terminal,Road,Rest Area,Neighborhood,Hotel,Light Rail,Museum,Hardware Store,City,Toll Plaza,University,Eastern European Restaurant,Residential Building (Apartment / Condo),Bank,Fire Station,Lake+ACI-,+ACI-Professional +ACY- Other Places,Outdoors +ACY- Recreation,Shop +ACY- Service,Travel +ACY- Transport,Residence,Arts +ACY- Entertainment,Food,College +ACY- University+ACI-,,
request: helen+AEA-uel.br,GB,JP,+ACI-1,5426431735+ACI-,+ACI-1,6863591795+ACI-,1,0,+ACI-Travel +ACY- Transport,Professional +ACY- Other Places,Outdoors +ACY- Recreation,Food,Travel +ACY- Transport,Travel +ACY- Transport+ACI-,+ACI-Airport Terminal,Office,Gym / Fitness Center,Coffee Shop,Airport,Airport Gate+ACI-,1,0,+ACI-Travel +ACY- Transport,Professional +ACY- Other Places,Outdoors +ACY- Recreation,Food,Travel +ACY- Transport,Travel +ACY- Transport,Food,Travel +ACY- Transport,Travel +ACY- Transport,Travel +ACY- Transport+ACI-,+ACI-Airport Terminal,Office,Gym / Fitness Center,Coffee Shop,Airport,Airport Gate,Coffee Shop,Subway,Airport Gate,Airport Gate+ACI-,+ACI-Airport Terminal,Office,Gym / Fitness Center,Coffee Shop,Airport,Airport Gate,Subway+ACI-,+ACI-Travel +ACY- Transport,Professional +ACY- Other Places,Outdoors +ACY- Recreation,Food+ACI-,,
request: helen+AEA-uel.br,JP,US,+ACI-0,4202097728+ACI-,+ACI-1,7944099413+ACI-,0,1,+ACI-Travel +ACY- Transport,Travel +ACY- Transport,Travel +ACY- Transport,Arts +ACY- Entertainment,Shop +ACY- Service,Travel +ACY- Transport+ACI-,+ACI-Airport Terminal,Airport,Airport Terminal,Art Museum,Mall,Airport Terminal+ACI-,1,0,+ACI-Travel +ACY- Transport,Travel +ACY- Transport,Travel +ACY- Transport,Arts +ACY- Entertainment,Shop +ACY- Service,Travel +ACY- Transport,Travel +ACY- Transport,Travel +ACY- Transport,Food,Travel +ACY- Transport+ACI-,+ACI-Airport Terminal,Airport,Airport Terminal,Art Museum,Mall,Airport Terminal,Resort,Hotel,Italian Restaurant,Airport+ACI-,+ACI-Airport Terminal,Airport,Art Museum,Mall,Resort,Hotel,Italian Restaurant+ACI-,+ACI-Travel +ACY- Transport,Arts +ACY- Entertainment,Shop +ACY- Service,Food+ACI-,,
request: helen+AEA-uel.br,BR,JP,+ACI-2,3352087162+ACI-,+ACI-2,0899039254+ACI-,1,0,+ACI-Residence,Shop +ACY- Service,Shop +ACY- Service,Shop +ACY- Service,Food,Shop +ACY- Service+ACI-,+ACI-Residential Building (Apartment / Condo),Miscellaneous Shop,Miscellaneous Shop,Mall,Sandwich Place,Department Store+ACI-,1,0,+ACI-Residence,Shop +ACY- Service,Shop +ACY- Service,Shop +ACY- Service,Food,Shop +ACY- Service,Food,Food,Food,Food+ACI-,+ACI-Residential Building (Apartment / Condo),Miscellaneous Shop,Miscellaneous Shop,Mall,Sandwich Place,Department Store,Ice Cream Shop,Bakery,Pizza Place,Pizza Place+ACI-,+ACI-Residential Building (Apartment / Condo),Miscellaneous Shop,Mall,Sandwich Place,Department Store,Ice Cream Shop,Bakery,Pizza Place,Diner,Dive Bar,Plaza,Food Truck,Chinese Restaurant,BBQ Joint,Market,Restaurant,Bar,Beach,Coffee Shop,Lake,General Entertainment,Airport,Brazilian Restaurant,Theater,Art Gallery,Pool,Supermarket,Food,Steakhouse+ACI-,+ACI-Residence,Shop +ACY- Service,Food,Nightlife Spot,Outdoors +ACY- Recreation,Arts +ACY- Entertainment,Travel +ACY- Transport+ACI-,,
